source_genesymbol	target_genesymbol	references	sources
TWIST1	RBL2	19051271	TRRUST_from_CollecTRI
TWIST1	SRPX	19051271	TRRUST_from_CollecTRI
TWIST1	TIMP1	19513566	TRRUST_from_CollecTRI
TWIST2	AKR1C2	19051271	TRRUST_from_CollecTRI
TWIST2	ATM	19051271	TRRUST_from_CollecTRI
TWIST2	CD44	17487558	TRRUST_from_CollecTRI
TWIST2	CDH1	19581928;21796367	TRRUST_from_CollecTRI
TWIST2	CDH2	19581928;21796367	TRRUST_from_CollecTRI
TWIST2	CTPS1	19051271	TRRUST_from_CollecTRI
TWIST2	DKK1	18453541	TRRUST_from_CollecTRI
TWIST2	ERBB3	19051271	TRRUST_from_CollecTRI
TWIST2	F2R	19051271	TRRUST_from_CollecTRI
TWIST2	FN1	20646316	TRRUST_from_CollecTRI
TWIST2	FOS	19051271	TRRUST_from_CollecTRI
TWIST2	GDF15	19051271	TRRUST_from_CollecTRI
TWIST2	ICAM1	17487558	TRRUST_from_CollecTRI
TWIST2	ILK	19051271	TRRUST_from_CollecTRI
TWIST2	ITGB1	17487558	TRRUST_from_CollecTRI
TWIST2	MMP2	20646316	TRRUST_from_CollecTRI
TWIST2	MYB	19051271	TRRUST_from_CollecTRI
TWIST2	NF1	19051271	TRRUST_from_CollecTRI
TWIST2	NR2F1	19051271	TRRUST_from_CollecTRI
TWIST2	PFDN4	19051271	TRRUST_from_CollecTRI
TWIST2	RAP1A	19051271	TRRUST_from_CollecTRI
TWIST2	RBL2	19051271	TRRUST_from_CollecTRI
TWIST2	RUNX2	12270142;21931630	TRRUST_from_CollecTRI
TWIST2	SRPX	19051271	TRRUST_from_CollecTRI
UBTF	TAF1B	10082553	TRRUST_from_CollecTRI
USF1	ASCL2	12917334	TRRUST_from_CollecTRI
USF1	B2M	12480693	TRRUST_from_CollecTRI
USF1	CTSD	9731700	TRRUST_from_CollecTRI
USF1	EXT1	22037484	TRRUST_from_CollecTRI
USF1	FBP1	11023824	TRRUST_from_CollecTRI
USF1	FCER1A	11180124	TRRUST_from_CollecTRI
USF1	FMO3	17786630	TRRUST_from_CollecTRI
USF1	FOXA2	22460558	TRRUST_from_CollecTRI
USF1	ID4	9516472	TRRUST_from_CollecTRI
USF1	ISG20	10871365	TRRUST_from_CollecTRI
USF1	LIPC	15721010;17016691;19416648	TRRUST_from_CollecTRI
USF1	MYH9	11467950	TRRUST_from_CollecTRI
USF1	NFKB1	19686049	TRRUST_from_CollecTRI
USF1	POU2F1	18845576	TRRUST_from_CollecTRI
USF1	PTPN6	12071971	TRRUST_from_CollecTRI
USF1	RELA	19686049	TRRUST_from_CollecTRI
USF1	SCN9A	8923453	TRRUST_from_CollecTRI
USF1	SLC1A3	14713304	TRRUST_from_CollecTRI
USF1	CD40LG	12663664	TRRUST_from_CollecTRI
USF1	TYMS	12782596	TRRUST_from_CollecTRI
USF2	ASCL2	12917334	TRRUST_from_CollecTRI
USF2	ASPH	19087304	TRRUST_from_CollecTRI
USF2	ATP5F1A	10434034;9099698	TRRUST_from_CollecTRI
USF2	B2M	12480693	TRRUST_from_CollecTRI
USF2	BRCA1	14502648	TRRUST_from_CollecTRI
USF2	CD2	7929376	TRRUST_from_CollecTRI
USF2	CEACAM5	7876096	TRRUST_from_CollecTRI
USF2	CTSD	9731700	TRRUST_from_CollecTRI
USF2	CXCR2	10229837	TRRUST_from_CollecTRI
USF2	CXCR4	10229837	TRRUST_from_CollecTRI
USF2	FBP1	11023824	TRRUST_from_CollecTRI
USF2	FCER1A	11180124	TRRUST_from_CollecTRI
USF2	HIF1A	23991099	TRRUST_from_CollecTRI
USF2	LIPC	19416648	TRRUST_from_CollecTRI
USF2	MYH9	11467950	TRRUST_from_CollecTRI
USF2	PDX1	10393088	TRRUST_from_CollecTRI
USF2	POU2F1	18845576	TRRUST_from_CollecTRI
USF2	PTPN6	12071971	TRRUST_from_CollecTRI
USF2	SLC19A1	15214842	TRRUST_from_CollecTRI
USF2	CD40LG	12663664	TRRUST_from_CollecTRI
VDR	ASAP2	23999061	TRRUST_from_CollecTRI
VDR	BHLHE40	23220548	TRRUST_from_CollecTRI
VDR	CALB1	1317496	TRRUST_from_CollecTRI
VDR	CD14	16402404;17290304	TRRUST_from_CollecTRI
VDR	CST5	19662683	TRRUST_from_CollecTRI
VDR	CYP3A5	22939842	TRRUST_from_CollecTRI
VDR	DKK4	18408752	TRRUST_from_CollecTRI
VDR	ERBB2	10765127	TRRUST_from_CollecTRI
VDR	FOXP3	22529297	TRRUST_from_CollecTRI
VDR	IL6	11050002	TRRUST_from_CollecTRI
VDR	NCOR1	23098689	TRRUST_from_CollecTRI
VDR	PHB1	16849588;17207617	TRRUST_from_CollecTRI
VDR	SKP2	16883603	TRRUST_from_CollecTRI
VDR	TLR10	24373795	TRRUST_from_CollecTRI
VDR	TNFRSF21	12520529	TRRUST_from_CollecTRI
VDR	TPT1	19815065	TRRUST_from_CollecTRI
VHL	ANGPT2	12434420	TRRUST_from_CollecTRI
VHL	AR	23961993	TRRUST_from_CollecTRI
VHL	CA12	9770531	TRRUST_from_CollecTRI
VHL	CA9	15754010	TRRUST_from_CollecTRI
VHL	CCND1	19238077	TRRUST_from_CollecTRI
VHL	CDKN1B	10778984	TRRUST_from_CollecTRI
VHL	CDKN1C	15824735	TRRUST_from_CollecTRI
VHL	COL4A2	17700531	TRRUST_from_CollecTRI
VHL	CXCR4	13679920	TRRUST_from_CollecTRI
VHL	DAB2	15824735	TRRUST_from_CollecTRI
VHL	IGF1R	17486080;19509240	TRRUST_from_CollecTRI
VHL	KLF10	18359287	TRRUST_from_CollecTRI
VHL	NMU	21791076	TRRUST_from_CollecTRI
VHL	SPARC	15824735	TRRUST_from_CollecTRI
VHL	CENPX	11278694	TRRUST_from_CollecTRI
VHL	TCF4	16407833	TRRUST_from_CollecTRI
VHL	TFRC	15985433	TRRUST_from_CollecTRI
VHL	VEGFA	10189987;10581162;10804089;12539169;12912922;19801654;7533661;8625303;8855222;9370235;9572397;9689663	TRRUST_from_CollecTRI
NSD2	AR	19481544	TRRUST_from_CollecTRI
NSD2	ID1	16115125	TRRUST_from_CollecTRI
WT1	CAMP	12213901	TRRUST_from_CollecTRI
WT1	CD14	9484784	TRRUST_from_CollecTRI
WT1	ADGRE5	22313360	TRRUST_from_CollecTRI
WT1	CIAO1	9556563	TRRUST_from_CollecTRI
WT1	CKM	8389468	TRRUST_from_CollecTRI
WT1	CX3CL1	17430890	TRRUST_from_CollecTRI
WT1	DNMT3A	23042785	TRRUST_from_CollecTRI
WT1	EREG	17430890	TRRUST_from_CollecTRI
WT1	HBEGF	17430890;22641673	TRRUST_from_CollecTRI
WT1	IL2RB	11960373	TRRUST_from_CollecTRI
WT1	ITGAX	9484784	TRRUST_from_CollecTRI
WT1	JUNB	17430890	TRRUST_from_CollecTRI
WT1	NR5A1	12130543;19001523	TRRUST_from_CollecTRI
WT1	U2AF2	9784496	TRRUST_from_CollecTRI
WT1	UBE2I	8798754	TRRUST_from_CollecTRI
WT1	VEGFB	17127464	TRRUST_from_CollecTRI
WWTR1	ASNS	22470139	TRRUST_from_CollecTRI
WWTR1	BAK1	22470139	TRRUST_from_CollecTRI
WWTR1	BAX	22470139	TRRUST_from_CollecTRI
WWTR1	IGFBP1	20164440	TRRUST_from_CollecTRI
WWTR1	LTBR	22470139	TRRUST_from_CollecTRI
WWTR1	SMAD3	22470139	TRRUST_from_CollecTRI
XBP1	CCL2	16931790	TRRUST_from_CollecTRI
XBP1	CXCL8	16931790	TRRUST_from_CollecTRI
XBP1	EDEM2	15579471	TRRUST_from_CollecTRI
XBP1	ERN1	20513357	TRRUST_from_CollecTRI
XBP1	ERP29	19265690	TRRUST_from_CollecTRI
XBP1	ESR1	12954762;15487507;15882996	TRRUST_from_CollecTRI
XBP1	GAD1	18335162	TRRUST_from_CollecTRI
XBP1	HSPA1A	17404501	TRRUST_from_CollecTRI
XBP1	PRNP	23737521	TRRUST_from_CollecTRI
XBP1	PTGER4	23300802	TRRUST_from_CollecTRI
XBP1	SOD2	17192397	TRRUST_from_CollecTRI
XBP1	ZHX2	22078940	TRRUST_from_CollecTRI
XPC	CASP2	22174370	TRRUST_from_CollecTRI
XPC	CPD	12713809	TRRUST_from_CollecTRI
XPC	KIN	12525703	TRRUST_from_CollecTRI
XPC	RNF111	23751493	TRRUST_from_CollecTRI
YBX1	ANAPC4	20596676	TRRUST_from_CollecTRI
YBX1	CCNC	20596676	TRRUST_from_CollecTRI
YBX1	CDC20	20596676	TRRUST_from_CollecTRI
YBX1	CDKN3	20596676	TRRUST_from_CollecTRI
YBX1	CKS2	20596676	TRRUST_from_CollecTRI
YBX1	CXCR4	17072343	TRRUST_from_CollecTRI
YBX1	ERBB3	19648825	TRRUST_from_CollecTRI
YBX1	KPNA2	20596676	TRRUST_from_CollecTRI
YBX1	MIA	23672612	TRRUST_from_CollecTRI
YBX1	MNAT1	20596676	TRRUST_from_CollecTRI
YBX1	MYCN	17072343	TRRUST_from_CollecTRI
YBX1	RAD9A	20596676	TRRUST_from_CollecTRI
YBX1	RBBP8	20596676	TRRUST_from_CollecTRI
YBX1	SKP2	20596676	TRRUST_from_CollecTRI
YBX1	SLC6A4	15229244;17360901;23765727	TRRUST_from_CollecTRI
YBX1	SUMO1	20596676	TRRUST_from_CollecTRI
YBX1	TOP2A	10597187	TRRUST_from_CollecTRI
YBX1	TYMS	17072343	TRRUST_from_CollecTRI
YY1	ACTC1	9171244	TRRUST_from_CollecTRI
YY1	APC	22907428	TRRUST_from_CollecTRI
YY1	COL1A2	8910550	TRRUST_from_CollecTRI
YY1	COX6A1	10773445	TRRUST_from_CollecTRI
YY1	CREBBP	21852380;9238849	TRRUST_from_CollecTRI
YY1	CYP3A5	22292071	TRRUST_from_CollecTRI
YY1	DBH	8753872;9705334	TRRUST_from_CollecTRI
YY1	EPAS1	19483472	TRRUST_from_CollecTRI
YY1	FCER1A	11971001	TRRUST_from_CollecTRI
YY1	FCGR3B	15153544	TRRUST_from_CollecTRI
YY1	FMO3	17786630	TRRUST_from_CollecTRI
YY1	GNAS	18458536	TRRUST_from_CollecTRI
YY1	HDAC1	11532945	TRRUST_from_CollecTRI
YY1	HDAC2	11532945;19139378	TRRUST_from_CollecTRI
YY1	HDAC3	19279113	TRRUST_from_CollecTRI
YY1	HIF1A	20660740	TRRUST_from_CollecTRI
YY1	HOXB7	12697323	TRRUST_from_CollecTRI
YY1	INO80	17721549	TRRUST_from_CollecTRI
YY1	IRF7	22065573	TRRUST_from_CollecTRI
YY1	KIR3DL1	23328843	TRRUST_from_CollecTRI
YY1	LRIG2	22721266	TRRUST_from_CollecTRI
YY1	NF1	15763658	TRRUST_from_CollecTRI
YY1	PDIA6	1330541	TRRUST_from_CollecTRI
YY1	SAP30	12788099	TRRUST_from_CollecTRI
YY1	SMAD7	24369345	TRRUST_from_CollecTRI
YY1	SNRPN	16116039	TRRUST_from_CollecTRI
YY1	TDO2	10580097	TRRUST_from_CollecTRI
YY1	TF	8548503	TRRUST_from_CollecTRI
YY1	TFAP2A	18218085	TRRUST_from_CollecTRI
YY1	TNFRSF10B	17431117;17530016;18778787;34589486	TRRUST_from_CollecTRI
YY1	VEGFB	20660740	TRRUST_from_CollecTRI
YY1	WDFY4	22972472	TRRUST_from_CollecTRI
ZBTB16	BCL2	14769944	TRRUST_from_CollecTRI
ZBTB16	BID	14769944;20731660	TRRUST_from_CollecTRI
ZBTB16	CEBPA	19723763	TRRUST_from_CollecTRI
ZBTB16	LEF1	19723763	TRRUST_from_CollecTRI
ZBTB16	SOX9	21547890	TRRUST_from_CollecTRI
ZBTB2	ARF1	19380588	TRRUST_from_CollecTRI
ZBTB2	CDKN1A	19380588	TRRUST_from_CollecTRI
ZBTB2	MDM2	19380588	TRRUST_from_CollecTRI
ZBTB2	TP53	19380588	TRRUST_from_CollecTRI
ZBTB7A	FOS	17189472	TRRUST_from_CollecTRI
ZBTB7A	MYC	17189472	TRRUST_from_CollecTRI
ZBTB7A	PFKP	25184678	TRRUST_from_CollecTRI
ZEB1	COL4A3	22199242	TRRUST_from_CollecTRI
ZEB1	CXADR	10487759	TRRUST_from_CollecTRI
ZEB1	POU5F1	23049906	TRRUST_from_CollecTRI
ZEB2	CXADR	10487759	TRRUST_from_CollecTRI
ZEB2	MEOX2	20516212	TRRUST_from_CollecTRI
ZEB2	POU5F1	23049906	TRRUST_from_CollecTRI
ZFHX3	MYB	15750593	TRRUST_from_CollecTRI
ZHX2	HNF1A	18194454	TRRUST_from_CollecTRI
ZIC1	BCL2L13	20713527	TRRUST_from_CollecTRI
ZIC1	EIF3M	20713527	TRRUST_from_CollecTRI
ZIC1	TLCD3A	20713527	TRRUST_from_CollecTRI
ZIC1	JUND	20713527	TRRUST_from_CollecTRI
ZIC2	TCF4	21908606	TRRUST_from_CollecTRI
ZIC3	HESX1	17468179	TRRUST_from_CollecTRI
ZMYND11	IL6	19379743	TRRUST_from_CollecTRI
ZNF143	PCYT1A	14702349	TRRUST_from_CollecTRI
ZNF148	ADORA2A	20666933	TRRUST_from_CollecTRI
ZNF160	TLR4	19846881	TRRUST_from_CollecTRI
ZNF175	NTF3	19247725	TRRUST_from_CollecTRI
ZNF202	POMGNT1	22419172	TRRUST_from_CollecTRI
ZNF24	MSLN	23025254	TRRUST_from_CollecTRI
ZNF300	CDKN1A	21777376	TRRUST_from_CollecTRI
ZNF300	CDKN1B	21777376	TRRUST_from_CollecTRI
ZNF300	CXCL8	21777376	TRRUST_from_CollecTRI
ZNF300	IL6	21777376	TRRUST_from_CollecTRI
ZNF300	MYC	21777376	TRRUST_from_CollecTRI
ZNF335	REST	23178126	TRRUST_from_CollecTRI
ZNF350	RBBP8	20713352	TRRUST_from_CollecTRI
ZNF382	HMGA2	20682794	TRRUST_from_CollecTRI
ZNF382	ID1	20682794	TRRUST_from_CollecTRI
ZNF382	IKBKE	20682794	TRRUST_from_CollecTRI
ZNF382	JUN	20682794	TRRUST_from_CollecTRI
ZNF382	MITF	20682794	TRRUST_from_CollecTRI
ZNF382	MYC	20682794	TRRUST_from_CollecTRI
ZNF382	NFKB1	20682794	TRRUST_from_CollecTRI
ZNF382	STAT3	20682794	TRRUST_from_CollecTRI
ZNF382	STAT5B	20682794	TRRUST_from_CollecTRI
ZNF383	JUN	15964543	TRRUST_from_CollecTRI
ZNF423	BRCA1	23764426	TRRUST_from_CollecTRI
ZNF76	PCYT1A	14702349	TRRUST_from_CollecTRI
FLI1	hsa-miR-708-5p	22723308	TRRUST_from_CollecTRI
AP1	JUN	10022869;10037172;10208431;10366004;11281649;11736649;12052888;12209312;12400010;12903123;12944913;12972619;1373300;1419903;14604893;1594601;16007074;16679312;16732317;18094076;1826351;19437621;19671687;2169353;22180088;22658828;23125217;2548844;3142689;7631795;7775415;7894465;7988742;8065332;8092982;8114693;8143767;8453101;8530413;8597534;8617996;8797597;8892460;8947050;9502786;9687385;9731701;9743233;9834073	TRRUST_from_CollecTRI
AP1	IL6	10037779;10405202;10542237;11028561;11098847;11120852;11337499;11781250;11886848;12039983;12131369;12626566;12727841;12748173;12853840;12969971;15158360;15389813;15649404;17332680;18502099;19687301;19918056;20221401;20225236;20351184;20371366;20511231;20862675;21069809;21098092;21312239;24453276;24676671;24994901;25567680;26513016;8430810;8473290;8559663;8725624;9661072	TRRUST_from_CollecTRI
NFKB	BCL2	10049353;10794524;11520908;11704864;12032828;12170775;12835724;14689584;14739605;14978135;15051014;15120608;15131058;15791457;15934930;15962308;16022909;16453001;17043638;17673602;18031796;18158998;18191642;18279996;18566231;18761399;19233129;19259124;19373868;19433448;19667098;20103608;20332461;20446017;21224428;21279667;21503108;22318685;24566868;9727009	TRRUST_from_CollecTRI
NFKB	BCL2A1	10049353;10049356;10430908;10733571;11880364;12665576;14747545;15592513;17000776;19343319	TRRUST_from_CollecTRI
NFKB	TNF	10049353;10079106;10199558;10201927;10206979;10228009;10485496;10486238;10497105;10497896;10541434;10542243;10551799;10553096;10585438;10608299;10615065;10619401;10640750;10640752;10748079;10751398;10754326;10760263;10775461;10775602;10779525;10837498;10926553;10926836;10947072;10948181;10963848;10996384;11007940;11007957;11023661;11059688;11087751;11094063;11124825;11243852;11259437;11266376;11278855;11297551;11312646;11340079;11340302;11367517;11374025;11470802;11490006;11500175;11564889;11594750;11675405;11739517;11746378;11749970;11831701;11856733;11877397;12010802;12032830;12058956;12080044;12105194;12115600;12117498;12165487;12168659;12176740;12181188;12193734;12213589;12225945;12403783;12452437;12479867;12527815;12540841;12600818;12610112;12619377;12620799;12657243;12673210;12686724;12712434;12773487;12813034;12829616;12855710;12917325;1315830;13679081;14527995;14563845;14572618;14575704;14646597;14729949;14760889;14960579;14976218;14991270;14993593;15013838;15024051;15131058;15141332;15175554;15313406;15465827;15466196;15470505;15480988;15526279;15592525;15601669;15611276;15615091;15660126;15669179;15728492;15735680;15743782;15811878;15812247;15913942;15928193;15980040;16004996;16040075;16055086;16107255;16112155;16159934;1618817;16199883;16279946;16288471;16317058;16365438;16433741;16483936;16569682;16684540;16707469;16757480;16762333;16831897;16834536;16850160;16870149;16916598;16931033;16954198;16998474;17049230;17084384;17142966;17268554;17292554;17303559;17351769;17384033;17390058;17407192;17442180;17484137;17513725;17537727;17537988;17646159;17665043;17666485;17707233;17721042;17878386;17884817;18048358;18057724;18077329;18092345;18177935;18285351;18357389;18408586;18650421;18651635;18689673;18719026;18720042;18772140;18801463;18996370;19025640;19026727;19027873;19055644;1905804;1906051;19132242;19169266;19285436;19340308;19376732;19420112;19489038;19530226;19706766;19734226;19846753;19851467;20066113;20097764;20139176;20164416;20195282;20195489;20220144;20221401;20221720;20237317;20332214;20413104;20416375;20484576;20534538;20544543;20547752;2056282;20617556;20686703;20696864;20700770;20974955;2104921;21098092;21108432;21125645;21138578;21299717;21367920;21502320;21537341;21562054;21628458;21912593;21982894;21994466;22021035;22108091;22219126;22301786;22388040;2263628;22661093;22723832;22782967;22798670;23178569;23195252;23201825;23335080;23811275;23857586;23922745;23967268;23967302;23971673;24012417;2405250;24129565;24130828;24337575;24383830;24557496;24908318;25161822;25690886;25888873;26004152;26023919;26114754;26408955;26516703;26596471;26997758;27075886;27338466;27534992;28039105;7499267;7583354;7608567;7624137;7643522;7758674;7797515;7876168;7895918;7907090;8043432;8051093;8219230;8258705;8264646;8515079;8622636;8626413;8679226;8692885;8702657;8798400;8804426;8805669;8830655;8871061;8975883;9053449;9056676;9092569;9129150;9211933;9281604;9317150;9351830;9372929;9374527;9435375;9439980;9442380;9452444;9560343;9581775;9691914;9694874;9724652;9727009;9742085;9830008;9831247;9888295;9916692;9916895	TRRUST_from_CollecTRI
NFKB	CCL13	10049733	TRRUST_from_CollecTRI
AP1	TIMP1	10051488;10388555;10497161;11337499;12525489;1420363;15485866;15777790;15860571;15987715;17133482;2159816;24036113;8557686;8559663;8601460;9478976	TRRUST_from_CollecTRI
AP1	MAPK8	10070035;10075858;10733585;10770493;11204428;11208715;11741294;12586756;12600818;12667961;16397260;16914544;18315703;18825399;18951930;19324081;20051107;20680410;22801218;23271730;8910314;9136992;9384583;9680328;9743233	TRRUST_from_CollecTRI
NFKB	TRAF2	10075645;11279196;11340079;11886848;15041463;15723831;19392652;9733516	TRRUST_from_CollecTRI
AP1	CCL5	10075858;10080530;10435109;10760799;11413310;12794161;19828633;26096887;7513046	TRRUST_from_CollecTRI
NFKB	CCL5	10075858;10435109;10799898;10926836;11223159;11259372;11295116;11389171;11413310;11478739;11700023;11860704;12050170;12122011;12165487;12243350;12388374;12820969;15144466;15609310;15972972;16159934;16564576;16707500;17065335;17207890;17510282;18367595;18502824;18525004;19786024;19828633;20663893;21138578;21189258;22030901;22388040;22624040;24383830;25523420;26096887;9120310;9725261	TRRUST_from_CollecTRI
NFKB	CD40	10075983;10430908;11027342;11313274;11751910;11830590;11886848;12193701;12530984;16020513;17031478;17513725;17660512;18694960;19164127;23990468;7539000;9733827	TRRUST_from_CollecTRI
NFKB	IFNG	10075983;10227974;10926836;10982806;12138131;12403783;12424703;12757742;12759422;12842891;12902482;14572641;14678201;1542667;15728492;16024790;16481345;16609073;16931033;17035338;17407192;17556653;17699163;17878383;18046562;18690006;18720042;1906051;19338980;19732956;20643337;21224476;21243522;21530491;21642544;23195252;23667107;7499267;8634139;8641346;8982782;9169460;9374532;9888295	TRRUST_from_CollecTRI
AP1	NOS2	10079054;10848596;11112784;11741294;12788789;14565925;14686613;14962367;16025135;16188363;16259964;16274887;16687394;18716665;20388952;20430007;8569701;8603591;9712833;9776360	TRRUST_from_CollecTRI
NFKB	NOS2	10079054;10085153;10202009;10229863;10334927;10393859;10462483;10844594;11036073;11131279;11254551;11399519;11438703;11469895;11474579;11594750;11711492;11724787;11732012;11755929;11903618;12057007;12417260;12502498;12595462;12667961;12950447;14530348;14630716;14638407;14754879;14978160;15170030;15350552;15582593;15683737;15753535;15890551;16140971;16259964;16274887;16283237;16318585;16527246;16687394;16878024;17035338;17041221;17081374;17113796;17158780;17340133;17681838;17720813;18041089;18057724;18212534;19002103;19323834;19766095;20022949;20159982;20510882;20600530;20637660;21311674;21430289;22949549;23029446;23085209;23454417;23554653;23812491;24144353;24333653;24341698;24360823;24968300;7474651;7493996;7692452;8569701;8662618;8760147;8830655;8903404;8943252;9065784;9307029;9435553;9452998;9614127;9679644;9685183;9712833;9754583;9754830;9824673	TRRUST_from_CollecTRI
AP1	CXCL8	10080530;10425270;10582705;10817569;10969814;11080497;11096460;11112434;11120852;11390611;11399048;11410524;11562079;11574537;11864912;11973337;12169272;12209633;12218154;12471621;12600878;12643600;12716652;12748173;12946434;1331059;14612204;14670967;14686613;15005855;15047180;15057743;15071361;15126743;15208657;15337758;15615716;16299055;16701870;16803583;16806476;16809637;16818736;16834785;16846747;17045242;17114472;17129696;17189320;17197543;17207890;17471497;17586662;17997161;18079491;18199703;18317936;18322253;18467491;18684922;18772138;19132242;19173296;19376732;19734226;20051107;20388952;20826776;21480395;21895606;22031759;22095787;22531917;22685373;24048734;24284797;25567680;25582859;27856305;8999951;9125224;9271387;9461540;9731513;9830008	TRRUST_from_CollecTRI
NFKB	CXCL8	10080530;10202011;10233875;10348816;10425270;10462040;10477716;10505790;10506755;10530453;10553038;10582705;10593907;10638705;10677576;10745031;10775461;10775602;10817569;10878365;10928981;10969814;10975857;10995388;11071890;11080497;11096450;11120852;11254583;11297551;11342414;11399048;11410524;11440632;11470867;11512674;11564889;11574537;11716760;11864912;11953364;11973337;11991987;12038622;12058956;12126643;12163591;12169272;12209633;12218154;12225945;12388360;12471621;12485925;12538487;12584113;12643600;12649266;12707271;12716652;12748173;12759450;12820969;12855659;12883201;12946434;1331059;1401924;14631383;14645117;14670967;15005855;15047180;15057743;15079071;15084582;15126743;15142865;15143062;15208657;15229109;15240737;15289496;15337758;15350531;15355994;15372276;15387324;15517885;15531761;15688424;15722553;15879558;15917399;15945132;15950427;15958549;16004996;16105834;16107255;16273337;16299055;16306601;16325549;16418726;16455661;16553947;16632517;16701870;16764699;16803583;16809637;16818736;16829531;16870149;16989899;17035306;17040605;17041011;17045242;17189320;17207890;17276517;17362989;17371260;17391980;17565687;17586662;17636245;17823304;17845418;17917246;17932106;17997161;18034886;18045535;18074095;18079491;18178551;18184679;18199703;18221537;18281166;18309103;18316612;18362169;18467491;18669446;18723827;18728240;18772138;18786178;18824136;18850010;18996370;19064995;19132242;19173296;19376732;19411311;19446037;19448676;19648110;19668231;19732956;19733855;19734226;19779021;19786024;19837667;19914270;19966855;19967052;20038977;20053934;20194077;20388952;20696864;21131967;21148790;21255844;21343296;21665565;21895606;22031506;22031759;22043704;22340043;22685373;22772035;22848596;22891766;23314369;23378578;23386688;23637609;23808420;23894194;24048734;24129565;24337575;24554449;24634218;24770886;26340924;26618242;27076634;27371733;27856305;28283022;7876168;7981153;8035808;8175759;8234276;8413215;8413306;8530498;8617886;8878392;8969274;8970976;8999951;9125224;9188651;9271387;9388261;9431991;9461540;9593012;9698090;9731513;9761780;9830008	TRRUST_from_CollecTRI
NFKB	CCND1	10082535;10409765;10464245;10523665;11027278;11861406;12759391;12808109;12894581;14530270;14689584;15131058;15728509;15755876;15756023;15798085;15856023;15870875;16260626;16331275;16387740;16453001;16990795;16998474;17008396;17098279;17149750;17407600;17673602;17944672;18174238;18184402;18226221;18341653;18566231;19263436;19766095;19800042;20103608;20420878;20538607;20922712;21056029;22306268;22835384	TRRUST_from_CollecTRI
NFKB	SELE	10090829;10706725;10946302;11827962;12408953;12885753;1385398;17371946;18802097;19422386;21659524;23042817;24702436;7520524;7523851;7692236;8392092;8554599;8867672;8878392;9016563;9092569;9277499;9317150;9374789;9850083	TRRUST_from_CollecTRI
NFKB	FASLG	10092076;10671224;10744679;10837465;11745351;12176740;12404125;12655294;14563113;15160330;15215233;15302589;15659839;15694838;15975999;16631160;16770006;16784892;16940415;17192273;17786316;21262250;21359529;22888145;9660938;9759866;9873041	TRRUST_from_CollecTRI
NFKB	ICAM1	10092659;10228026;10362102;10425270;10553096;10738944;10837365;10891363;10900176;10926553;10946302;11003570;11005752;11034993;11198351;11278281;11278855;11401521;11463837;11571584;11877286;12490396;12691701;14572618;15288776;15480988;15557193;15800027;15843586;16105834;16152613;16317091;16385502;16453001;16455661;17121934;17299794;17699163;18285351;18928584;19074768;19112102;19278584;19351910;20103608;20173029;20823682;20966395;21223991;21354136;22001597;22226679;22337883;22345292;22517771;22708120;23238746;23551616;24506791;7642556;7822333;7957928;9056676;9084506;9188493;9192770;9442377;9445067;9521860;9691914;9733827;9831247;9850083;9888295;9916895;9990039	TRRUST_from_CollecTRI
NFKB	GFAP	10098836;16516312;20471977	TRRUST_from_CollecTRI
NFKB	VCAM1	10102704;10329958;10489221;10496926;10514490;10553096;10833420;10900176;10946302;11243852;11359843;11500182;11735124;11916938;12094615;12479867;1281211;14684616;15504342;16002075;16249517;16271621;16288471;16317091;16385502;16453001;17586618;18600306;19281832;19422386;19654051;20966071;22708120;22849349;23042817;23219836;7499419;7529998;7536741;7537851;7691889;8547644;8626684;9277499;9358747;9468519	TRRUST_from_CollecTRI
NFKB	BIRC3	10189354;10733571;10751398;10823821;11226415;11297551;11880364;12010810;12239098;15050749;15231833;15723831;15982633;16407217;16467195;16699010;16829531;16982744;17000776;17673602;18226221;18566231;19343319;20959404;21224428;21279667;21765477;22083956;23250755;9733516	TRRUST_from_CollecTRI
